	OvaryNF1	OvaryNF2	OvaryNF3	OvaryNF4	OvaryB1	OvaryB3	OvaryB4
Gm19154	0	0	0	0	1	0	0
Gm5446	3	1	1	0	3	4	0
Elmo1	68	73	84	83	95	96	98
Gm47665	0	0	2	0	0	1	1
Gm32036	4	3	3	4	4	5	5
Gm47664	8	4	9	1	9	10	8
Gm47657	3	0	0	0	1	2	1
Gm7614	2	3	2	6	5	4	4
Aoah	15	5	8	2	3	10	0
Olfr1369-ps1	2	1	1	1	4	3	1
Trim27	55	83	109	87	117	99	95
Gpx5	0	0	0	0	0	0	0
Gpx6	0	0	1	0	1	2	3
Zscan12	26	25	35	25	43	38	44
Zkscan3	114	161	161	146	196	155	138
Pgbd1	2	4	4	7	9	5	5
4930470G03Rik	0	3	8	2	2	6	3
Zscan26	42	76	68	38	74	46	65
Nkapl	4	11	12	5	8	20	11
Gm40828	0	1	1	1	0	1	3
Zkscan4	4	5	6	8	12	7	8
AK157302	8	10	11	13	13	14	21
Gm11273	44	43	51	32	88	70	31
Zfp389	1	3	1	0	0	1	1
Zkscan8	20	34	31	31	48	40	25
Hist1h2bl	1	1	2	1	2	4	2
Hist1h2ai	5	6	8	5	8	2	5
Hist1h3h	1	0	1	2	0	1	0
Hist1h2aj	5	2	4	6	3	5	6
Hist1h2bm	2	1	3	1	1	3	1
Hist1h4j	2	1	3	2	10	2	2
Hist1h4k	3	1	5	3	12	3	2
Hist1h2ak	7	8	8	5	7	5	10
Gm44454	1	8	3	1	4	5	5
Hist1h2bn	4	2	5	3	5	2	5
Hist1h1b	9	15	11	14	17	26	11
Hist1h3i	6	6	3	2	6	6	11
Hist1h2an	3	3	6	4	3	8	2
Hist1h2bp	1	1	0	0	1	0	0
Hist1h2bq	0	1	2	1	5	0	3
Hist1h2ao	180	238	299	219	415	611	302
Gm19658	0	0	0	0	1	0	0
Hist1h4m	2	0	0	2	6	2	3
Hist1h4n	1	0	1	3	6	6	6
Hist1h2ap	151	171	238	188	332	467	215
Hist1h2br	1	1	1	5	7	2	1
Gm11280	1	0	0	0	2	1	2
Zfp184	10	14	17	21	9	15	10
Gm11281	0	1	0	0	3	3	0
Prss16	1	1	2	1	0	0	1
Hist1h2ah	1	2	0	0	2	1	0
Hist1h2bk	2	0	1	1	2	3	1
Hist1h4i	21	29	40	43	131	83	49
Hist1h2ag	4	3	4	2	2	5	3
Hist1h2bj	2	4	4	4	8	10	9
Gm11285	1	0	3	0	0	0	1
Gm11284	0	0	0	0	1	5	0
Gm11295	1	0	1	0	1	1	0
Gm11307	3	12	20	9	12	14	23
Gm11313	51	80	53	56	85	80	70
Vmn1r218	1	0	0	0	0	1	1
Zfp322a	68	97	74	79	103	84	74
Abt1	30	43	44	43	72	63	51
C230035I16Rik	9	8	6	8	16	12	8
Gm46404	2	1	4	4	10	5	8
Btn1a1	0	0	0	0	2	1	0
Gm11335	2	1	1	1	2	3	0
Hist1h4h	19	20	33	31	65	52	42
Hist1h2af	0	0	1	1	1	0	1
Gm44297	1	1	0	0	0	1	0
Hist1h3g	0	1	2	1	2	0	1
Hist1h2bh	1	0	2	3	4	4	3
Hist1h3f	4	2	0	0	4	4	0
Hist1h4f	0	1	1	0	2	3	1
Hist1h1d	2	6	4	4	8	6	6
Hist1h3e	4	4	2	1	6	2	2
Hist1h2ae	10	8	13	4	20	18	14
Hist1h2bg	6	8	8	9	13	11	10
Hist1h2bf	2	1	3	0	0	1	1
Hist1h2ad	2	2	3	2	4	4	0
Hist1h3d	1	4	5	2	5	3	4
Hist1h4d	31	58	48	35	62	65	59
Hist1h2be	5	2	5	4	7	8	6
Hist1h1e	16	22	26	18	35	37	20
Hist1h2ac	1	3	2	4	9	2	5
Hist1h2bc	418	503	670	326	738	546	536
Hist1h4c	6	3	8	4	4	6	13
Hfe	28	55	54	30	62	62	36
Hist1h1c	68	102	109	79	209	190	107
Hist1h3c	0	2	0	3	2	3	2
Gm11336	0	0	0	0	0	0	1
Hist1h2bb	2	5	4	1	5	1	3
Hist1h2ab	5	10	14	9	13	15	8
Gm44484	2	0	0	0	0	0	0
Hist1h3b	2	3	3	5	7	9	4
4930558J22Rik	0	0	0	0	1	1	0
Hist1h4b	0	1	1	3	4	4	1
Hist1h4a	0	0	1	2	3	0	1
Hist1h3a	1	0	1	0	3	2	1
Hist1h1a	1	1	2	3	2	3	1
Trim38	0	1	0	0	0	0	0
Slc17a4	0	0	0	0	0	0	1
Hist1h2ba	1	0	0	0	0	0	0
Hist1h2aa	2	1	2	0	1	1	1
Gm44344	0	0	0	0	1	1	0
Carmil1	30	70	57	42	69	69	51
Gm11343	0	0	0	2	3	2	0
Gm11341	0	0	0	0	0	0	0
Cmah	1	2	2	2	1	3	2
Ripor2	10	8	9	6	9	8	7
Gm11346	0	3	2	0	1	1	2
C530050E15Rik	0	0	0	0	0	1	0
Gmnn	38	56	67	52	105	103	59
BC005537	156	313	243	300	371	350	287
Gm22358	0	1	0	0	0	0	0
Acot13	89	179	187	153	238	228	185
Tdp2	18	42	49	35	53	47	40
D130043K22Rik	3	1	0	2	1	2	0
4932702P03Rik	1	0	0	1	1	0	0
Aldh5a1	33	56	60	42	76	53	43
9330162012Rik	5	3	4	4	7	6	3
Gpld1	6	8	8	3	6	12	6
Mrs2	36	64	80	71	66	51	61
Dcdc2a	2	1	2	1	1	1	2
Gm11349	0	0	1	1	0	0	1
Gm11353	329	538	549	418	705	539	730
Gm11354	0	1	0	0	3	0	0
Prl	0	0	0	0	0	0	0
Prl8a2	61	0	0	0	0	0	0
Gm11361	154	251	236	254	304	363	321
Gm40841	1	2	0	1	0	1	3
2610307P16Rik	8	8	10	11	14	8	9
Gm6081	0	0	0	0	0	1	1
Gm11362	2	2	2	2	2	2	4
Gm26735	7	27	20	18	23	29	11
Sox4	210	469	349	362	471	459	261
A330102I10Rik	0	1	0	2	1	1	1
Gm11363	0	0	0	1	2	3	1
Cdkal1	24	33	52	26	48	47	33
E2f3	12	25	30	24	30	36	12
Gm11365	1	0	1	0	2	1	0
Gm11367	5	8	6	7	8	6	5
Mboat1	8	30	26	17	23	18	34
Agtr1a	2	0	3	1	5	9	2
Gm48161	0	0	3	0	0	0	0
Uqcrfs1	173	384	374	301	479	391	292
Dusp22	39	49	61	53	52	50	43
Irf4	0	0	2	2	4	3	7
Gm29675	0	0	0	1	3	0	1
Exoc2	24	60	52	40	64	57	43
Gm5447	0	0	1	1	0	0	0
A530084C06Rik	0	0	0	0	0	0	0
Foxq1	1	0	5	2	1	4	1
1700018A04Rik	0	0	0	0	0	0	0
Foxc1	3	3	2	3	8	3	2
Gmds	13	19	18	9	22	22	17
Gm48885	1	2	0	1	0	0	0
A730091E23Rik	2	3	5	3	4	3	1
Gm11381	0	2	2	1	2	3	2
Mylk4	1	1	0	0	0	1	1
Wrnip1	30	44	50	45	71	53	48
Serpinb1a	175	293	336	194	282	275	229
Serpinb1c	0	1	3	0	0	2	1
Serpinb6b	160	282	270	189	370	263	221
Gm47662	0	0	1	0	1	0	0
Serpinb9	62	97	104	92	122	107	75
Serpinb9b	1	0	1	0	5	2	2
Serpinb1b	2	1	0	0	2	1	0
Gm11383	0	0	1	0	0	0	1
Gm6093	3	1	5	0	0	0	0
Gm47916	0	0	0	0	0	0	0
Serpinb6c	0	0	0	1	0	0	1
Serpinb6a	459	730	743	590	1027	930	646
1110046J04Rik	27	37	41	45	51	46	41
Nqo2	54	99	125	83	121	96	90
Ripk1	29	42	55	48	57	54	33
Gm17083	0	0	0	0	1	0	0
Bphl	84	121	118	70	149	103	78
Tubb2a	76	130	150	141	176	145	158
Tubb2b	28	46	41	34	45	42	55
Psmg4	80	105	120	109	123	139	115
Slc22a23	10	9	8	3	18	33	25
Gm47086	0	0	0	0	0	0	1
Gm6129	0	2	5	6	5	3	5
Gm36758	0	0	0	0	1	0	0
Pxdc1	2	7	5	4	8	8	6
Fam50b	0	0	0	0	0	0	0
Gm47157	0	1	1	0	0	1	0
Gm8231	2	1	1	1	0	2	2
Gm36839	4	6	2	3	5	5	4
Prpf4b	133	241	268	211	278	222	218
Fam217a	0	0	1	1	3	1	0
Eci3	1	0	1	1	3	3	1
Gm16984	0	1	1	2	2	3	0
Eci2	156	258	227	198	351	252	193
Gm40910	0	0	1	0	1	1	0
Gm48704	0	0	0	1	2	0	0
Cdyl	15	29	39	39	67	38	37
Gm48708	0	0	0	0	0	0	0
Gm48706	0	2	0	4	1	0	0
Rpp40	19	25	33	23	45	35	23
Ppp1r3g	0	1	1	0	1	0	2
Lyrm4	13	27	21	23	34	40	25
Tmed10-ps	17	21	37	20	26	26	22
Fars2	58	86	104	72	150	101	64
Gm48766	1	3	5	4	5	4	2
Gm8277	0	0	1	1	0	0	0
AC156802.1	1	1	1	1	3	2	0
Nrn1	267	324	379	379	781	611	312
Gm30177	0	0	0	0	3	1	1
Gm49144	0	1	0	0	1	0	0
Gm47675	0	0	0	1	0	0	0
F13a1	8	14	15	5	11	10	7
Ly86	36	38	57	36	48	38	20
Gm4035	1	1	0	1	1	3	0
Gm47730	0	0	0	0	1	0	0
Gm29459	0	1	0	0	0	0	0
Gm29458	1	1	0	0	0	2	0
Gm47731	0	0	1	0	0	0	0
Gm47732	1	3	0	0	0	0	0
Gm30918	0	0	0	0	0	0	0
Gm47754	0	0	0	0	1	0	1
CT009713.1	0	1	1	0	1	0	0
AI463229	1	2	4	1	1	1	2
Gm40918	1	0	0	0	0	0	0
Rreb1	40	78	69	66	83	83	81
Gm46411	0	0	1	0	1	1	0
Ssr1	196	331	370	277	372	359	277
Cage1	16	10	18	16	16	19	12
Riok1	69	93	88	79	109	72	76
Gm10129	1	0	0	0	0	0	0
Dsp	28	42	60	81	89	63	62
Snrnp48	95	130	158	136	172	133	161
Bmp6	26	32	25	28	29	48	37
Txndc5	128	210	220	156	212	192	166
Gm47994	0	1	0	1	0	0	0
Gm31834	4	2	1	2	3	2	3
Bloc1s5	26	50	62	38	65	41	36
Eef1e1	62	108	124	104	141	116	117
Slc35b3	9	26	23	21	39	36	24
Gm26514	0	1	0	0	0	1	0
5033403F01Rik	1	1	0	4	3	0	2
Tfap2a	0	0	1	1	0	2	0
Gm47061	0	0	0	0	0	1	0
Gm6245	0	0	0	0	1	0	0
Gcnt2	1	4	4	2	10	11	9
Gm31683	0	0	1	0	2	0	1
5530402G07Rik	0	0	1	1	0	0	1
A730081D07Rik	0	1	2	1	2	0	6
Pak1ip1	67	123	112	60	172	129	128
Tmem14c	207	287	386	326	562	406	340
Mak	0	0	0	1	0	0	0
Gcm2	1	3	0	1	3	1	0
Sycp2l	3	0	1	4	2	4	4
Gm48510	3	1	6	3	12	5	1
Elovl2	10	7	13	7	6	14	6
Rps17-ps1	0	2	1	1	0	0	0
Smim13	37	68	68	63	74	77	51
Nedd9	77	101	103	109	119	123	125
Gm26877	1	2	2	0	2	0	1
Gm48570	1	0	0	0	0	1	0
Gm32401	1	1	1	0	1	1	0
Tmem170b	17	35	36	36	51	38	33
Gm5082	0	0	0	0	0	0	0
Adtrp	0	0	4	1	4	1	0
Gm10790	0	0	1	0	1	1	1
Gm28707	0	2	3	0	0	0	1
Hivep1	9	15	35	20	45	28	35
Edn1	15	23	15	8	13	19	19
Phactr1	6	18	20	5	17	10	14
Gm15809	0	0	0	0	2	0	0
Tbc1d7	15	44	24	17	37	28	31
Gfod1	5	14	8	15	11	11	12
Sirt5	24	26	40	38	69	51	27
Nol7	63	111	96	93	122	112	90
Ranbp9	47	95	88	79	96	93	75
Gm26064	0	1	0	0	1	0	0
Gm32939	0	1	0	0	0	1	0
Mcur1	22	40	51	34	55	60	32
Rnf182	6	8	4	6	8	7	3
Gm20751	0	1	0	0	0	1	0
Cd83	12	29	30	18	59	76	18
Gm33195	4	3	5	3	4	5	1
Gm33489	0	1	0	0	1	0	0
Gm5083	0	0	1	1	1	0	0
A330076C08Rik	0	0	0	0	0	1	0
Gm34084	0	2	1	0	2	0	2
Gm47805	0	0	0	0	0	0	0
Jarid2	46	63	64	85	76	67	64
Gm22213	0	1	1	2	1	1	1
Dtnbp1	35	61	65	44	81	71	30
Hsp25-ps1	6	8	9	8	13	15	14
Gm47448	5	4	3	3	3	3	1
Gm34466	0	0	0	0	0	0	0
Mylip	12	24	28	20	30	27	21
Gmpr	46	51	57	57	114	107	64
Atxn1	41	67	59	49	58	46	43
Gm47460	1	0	0	0	1	1	1
4930453C13Rik	0	0	0	0	1	1	0
5033430I15Rik	4	8	6	4	8	9	7
Gm10113	0	1	1	1	0	0	2
Stmnd1	0	0	0	0	0	1	0
Rbm24	0	1	2	1	0	0	1
Cap2	11	10	19	8	10	8	19
Fam8a1	54	104	89	86	87	88	62
Nup153	31	74	56	75	82	85	49
Kif13a	29	49	33	30	67	40	39
Gm24620	3	0	2	1	1	4	4
Gm48250	1	0	0	1	1	0	1
2010001K21Rik	3	2	3	1	6	9	5
Gm5790	0	0	1	1	0	0	0
Nhlrc1	1	7	5	5	9	4	4
Tpmt	14	31	32	22	34	41	23
Kdm1b	16	30	25	29	57	37	18
Dek	105	203	160	156	230	246	177
Rnf144b	23	43	46	12	45	26	20
A930002C04Rik	2	8	1	3	6	5	0
Gm35733	0	0	0	0	3	0	1
4931429P17Rik	1	0	0	0	0	0	1
Id4	2	10	15	11	13	15	12
A330048O09Rik	0	0	0	0	0	2	0
Gm8588	0	1	0	0	0	1	0
Gm48648	0	1	1	2	5	4	2
Zfp169	7	11	7	9	9	6	8
A830005F24Rik	0	0	0	1	0	0	0
6720427I07Rik	19	29	32	33	40	30	25
Mirlet7a-1	1	1	1	3	2	0	2
Gm37238	5	9	7	6	6	5	11
Ptpdc1	2	7	9	11	14	7	6
Phf2	17	45	47	31	54	39	42
Phf2os1	1	3	1	0	2	1	0
Fam120a	93	168	154	167	207	185	147
Fam120aos	8	11	13	12	21	16	12
Wnk2	6	6	11	6	8	3	13
Ninj1	80	124	142	87	192	146	122
Card19	59	73	84	80	154	101	100
Susd3	159	289	439	263	354	172	320
Fgd3	3	15	16	14	9	13	12
Bicd2	47	68	72	81	100	61	61
Ippk	36	46	45	37	76	47	50
Cenpp	5	17	17	12	39	28	15
Tes3-ps	18	37	22	17	26	21	25
Ecm2	31	57	61	41	92	69	53
Aspn	50	119	154	88	140	85	103
Omd	41	87	78	53	87	57	84
Ogn	210	363	369	291	458	438	437
Nol8	31	79	50	50	69	49	42
Iars	57	120	98	73	127	93	101
Gm25394	1	1	1	1	0	3	2
Gm30302	1	0	0	1	0	0	0
Gm7251	0	0	0	0	0	0	1
Gm10784	0	0	0	2	2	1	0
Gm8700	0	1	0	0	1	0	0
Gm2645	0	0	0	0	1	0	0
Fbxw17	31	42	49	40	69	38	44
Gm2654	0	0	0	0	1	0	0
Spin1	176	371	316	310	486	410	324
Nxnl2	16	20	19	15	23	17	26
Gm44341	0	1	0	0	1	0	0
Hist1h2al	3	2	2	3	4	5	4
Gm29787	0	0	0	0	0	0	0
Gm47554	0	0	0	0	1	0	0
Gm32834	1	1	2	0	1	5	0
S1pr3	6	13	11	14	13	13	15
Shc3	0	1	1	0	0	0	0
Cks2	125	196	203	178	332	302	186
Gm22806	0	0	0	0	0	0	0
Secisbp2	47	65	71	58	110	62	68
Sema4d	6	14	21	10	13	12	14
Gadd45g	52	72	92	64	119	77	85
Diras2	1	2	3	2	7	6	6
Syk	11	22	24	22	27	21	16
BB123696	0	0	0	0	0	0	0
Auh	73	117	117	111	179	163	90
Nfil3	5	14	18	10	18	18	17
Gm33424	2	2	0	1	5	1	0
Gm48336	0	0	0	0	0	0	0
Ror2	10	17	12	11	21	13	7
Sptlc1	37	62	61	50	92	57	56
Gm2762	0	0	0	0	0	1	0
Msx2	0	1	1	0	0	0	0
Gm5449	1	5	5	3	4	2	3
9530014B07Rik	0	0	0	0	0	0	0
Sfxn1	75	114	133	113	155	126	119
Hrh2	0	0	0	1	0	0	1
Gm48623	6	8	10	7	10	12	15
Cplx2	37	41	37	33	46	60	30
Thoc3	66	106	119	108	141	115	109
Gm2830	13	29	22	30	37	42	38
Simc1	11	28	15	25	34	31	16
4833439L19Rik	57	123	144	114	180	118	145
Arl10	16	19	21	18	21	15	18
Gm24195	0	1	2	0	0	0	0
Nop16	74	121	141	116	203	144	161
Higd2a	201	275	339	193	458	303	271
Cltb	42	52	55	47	78	83	71
Faf2	69	120	133	105	171	126	98
Rnf44	74	158	180	133	199	147	106
Gprin1	1	2	1	0	3	0	1
Eif4e1b	22	28	22	17	47	41	15
Tspan17	42	39	70	31	49	41	63
5330429C05Rik	0	0	0	0	1	0	0
Unc5a	2	6	15	6	5	4	1
Hk3	5	7	8	5	2	6	5
Uimc1	48	81	88	58	91	75	71
Gm6344	31	81	61	45	40	37	42
Zfp346	22	36	43	26	48	33	30
Gm46415	0	0	0	1	1	0	0
Gm17617	0	1	0	0	0	0	1
Fgfr4	8	18	5	4	25	16	19
Nsd1	149	259	212	224	287	210	197
Gm47816	23	30	44	31	27	40	25
Rab24	59	72	84	58	96	86	62
Prelid1	221	436	487	374	580	446	368
Mxd3	6	8	10	16	17	16	12
Lman2	129	229	259	195	275	225	248
Rgs14	1	1	3	0	1	1	2
Slc34a1	0	0	1	0	0	0	0
F12	1	1	0	1	0	0	0
Grk6	35	69	67	58	64	65	68
Prr7	1	2	1	3	2	0	1
Dbn1	20	55	60	66	104	43	58
Pdlim7	66	115	114	59	114	116	127
Dok3	6	4	11	5	5	9	3
Ddx41	80	125	127	110	152	106	125
Gm46416	1	0	0	0	1	1	0
Fam193b	103	125	139	102	151	123	139
Tmed9	317	523	623	484	700	605	548
B4galt7	18	31	34	24	38	28	30
Gm15911	0	0	0	0	0	0	0
Caml	56	100	106	84	118	115	73
Ddx46	126	215	197	205	271	223	212
B230219D22Rik	75	140	131	160	186	180	130
Txndc15	91	155	183	143	230	171	147
Pcbd2	25	70	74	51	119	78	59
4930451E10Rik	0	0	2	2	1	0	0
Catsper3	0	0	0	1	1	0	1
Pitx1	5	4	8	5	2	0	0
Gm47071	3	0	2	0	0	3	6
H2afy	93	156	148	180	245	194	146
Tifab	2	8	10	5	8	6	4
Cxcl14	146	251	206	145	343	387	184
Slc25a48	2	0	1	2	6	2	7
Fbxl21	2	3	4	2	5	7	3
Lect2	0	0	0	0	0	1	1
Tgfbi	158	321	304	239	331	218	159
Smad5	81	122	111	114	164	124	101
Gm27834	0	0	1	0	0	0	0
Gm27271	1	0	1	0	1	0	1
Trpc7	0	0	0	0	0	0	0
Spock1	0	1	0	0	0	0	0
Klhl3	9	13	4	11	13	13	12
Hnrnpa0	81	132	140	140	169	223	123
1700066J03Rik	0	1	1	0	0	0	1
Gm48295	0	0	1	0	0	0	1
Idnk	97	110	165	97	164	149	110
Ubqln1	100	176	181	155	258	194	163
Gm48357	1	1	1	0	0	1	2
Gm48432	14	13	23	19	35	21	39
Gkap1	94	159	141	131	179	145	142
Gm26555	4	5	3	1	1	0	2
Kif27	1	1	1	0	0	0	4
2210016F16Rik	60	88	109	78	161	112	95
Hnrnpk	538	932	1004	852	1184	988	829
Mir7-1	1	1	0	1	1	2	2
Rmi1	22	49	32	37	59	45	45
Gm47918	2	0	1	4	3	0	1
Slc28a3	0	0	0	0	0	0	1
Gm3131	1	0	0	0	0	0	1
Gm47942	0	0	1	2	1	1	1
Rpl13-ps2	0	0	2	0	1	0	2
Ntrk2	16	34	56	27	30	31	31
Gm47423	0	0	1	0	0	0	0
Agtpbp1	26	37	37	34	47	43	35
A930015P04Rik	1	0	0	0	0	0	1
0a35	90	145	139	149	189	168	125
Gm47246	0	0	0	1	2	0	0
Golm1	17	33	26	29	30	30	35
Spata31d1a	0	0	1	0	0	1	0
4930528D03Rik	0	0	0	1	0	0	1
Isca1	93	161	145	114	229	129	134
Etohd2	10	10	9	2	8	3	6
Zcchc6	49	114	105	102	142	122	73
Gm48194	2	2	2	5	2	6	0
Gm34961	0	3	1	2	6	3	2
A530065N20Rik	0	0	0	1	1	0	0
Gas1	14	58	38	48	74	92	35
Gm48488	0	0	0	0	1	0	0
Gm5084	0	0	0	0	0	0	0
Gm35333	2	0	0	1	2	1	1
A530001N23Rik	1	4	3	1	1	1	2
Dapk1	35	62	67	39	49	43	56
Gm48582	21	25	39	26	31	22	19
Gm48583	0	1	2	0	4	1	1
Gm10312	0	0	0	0	1	0	0
4930486L24Rik	0	1	0	3	2	5	3
Gm49392	0	0	1	1	1	0	0
Gm49391	7	3	10	9	6	15	17
Ctla2b	3	5	1	1	1	0	1
Ctla2a	35	62	61	94	112	109	77
Gm7622	1	4	2	1	0	4	10
Gm6474	14	13	15	12	15	17	20
Gm48116	1	0	1	1	1	0	1
Gm6436	59	53	63	76	63	68	71
Gm9595	0	1	0	0	0	0	0
Selenok-ps4	3	0	0	0	0	0	0
Gm7240	7	15	12	5	16	12	17
Selenok-ps8	0	0	2	5	2	0	4
AC124426.1	7	11	18	8	12	12	7
Gm6478	2	3	7	5	7	6	3
Selenok-ps5	21	26	36	28	46	31	56
Zfp808	4	7	18	8	19	16	6
Gm23713	0	1	7	2	2	7	1
Gm24539	14	4	11	5	11	9	12
Gm36501	5	4	6	4	7	4	1
Gm3333	0	1	0	1	1	0	0
Gm3604	1	9	9	1	7	7	11
Gm48690	5	18	16	7	12	20	21
Selenok-ps6	0	0	0	0	1	1	1
Gm48691	0	0	0	1	3	0	0
Gm48699	0	0	0	1	0	0	0
Gm48701	0	4	3	5	3	3	4
Gm49359	10	19	21	15	11	11	17
Zfp934	11	13	25	15	25	14	13
Gm7664	2	2	1	1	4	2	4
Gm24095	0	4	4	1	2	6	3
Gm22615	1	1	1	2	0	1	0
6720489N17Rik	5	11	7	4	10	11	3
Gm36298	6	11	13	10	16	12	10
Gm7045	0	0	1	0	1	1	0
Platr25	8	22	30	24	31	27	17
Gm48735	1	1	1	1	2	2	0
Gm48734	0	0	2	2	1	1	0
Gm5141	4	12	15	4	18	13	7
Gm21963	6	4	2	3	6	6	4
Gm25448	0	1	0	1	0	1	1
Gm7049	21	27	40	13	79	71	56
Gm48795	0	0	0	0	0	0	0
Fbp2	0	4	7	1	2	1	2
Fbp1	9	8	4	5	11	10	7
2010111I01Rik	64	146	123	80	178	118	113
Gm47584	0	0	2	0	0	1	1
Gm30409	0	0	1	0	0	0	0
Gm47583	1	2	5	4	1	4	4
Gm47586	16	19	15	15	18	16	15
Gm47603	2	9	5	6	5	1	2
Gm47585	1	3	4	3	5	3	5
Gm47602	1	5	3	0	1	3	0
Fancc	32	48	42	46	53	47	37
Gm16907	2	0	1	2	0	3	0
Mir23b	0	0	0	0	0	0	0
Gm16133	3	1	0	0	0	0	2
Gm16132	0	0	1	0	1	0	0
Gm47588	0	3	0	0	2	1	0
Ptch1	85	172	132	137	233	168	116
A930032L01Rik	1	0	0	0	0	0	0
Gm30655	0	1	0	1	1	1	0
Ercc6l2	28	45	46	40	62	48	40
Gm47424	0	1	3	2	7	4	2
Gm7695	2	3	2	0	0	3	6
Hsd17b3	0	4	0	0	1	6	1
Slc35d2	7	7	20	9	13	11	10
Zfp367	19	26	25	17	22	29	17
Gm47513	0	1	0	0	0	0	0
Habp4	21	25	27	18	36	37	34
Cdc14b	15	27	23	28	31	28	19
Gm46424	0	3	1	1	1	0	0
1810034E14Rik	5	17	12	8	17	9	8
Gm47004	0	0	0	0	0	2	0
Aaed1	49	82	96	78	102	108	85
Gm47003	0	1	1	0	0	1	1
Gm25654	0	0	0	0	0	0	0
Ctsl	1136	1872	1939	1970	2527	2119	1847
Gm47123	0	4	3	2	6	5	3
Cdk20	20	31	24	15	41	27	22
Gm4810	0	2	0	2	1	0	0
Gm5791	4	4	1	4	3	5	3
Gm4935	1	0	2	0	3	3	1
Gm7065	1	1	0	0	1	1	3
Cnt0p3	0	0	2	1	1	1	0
Eif1-ps2	7	6	9	10	17	12	14
Gm4811	2	2	2	0	3	4	5
Gm6888	0	1	0	0	2	1	1
Mfsd14b	59	82	81	68	96	93	54
Gm3785	0	0	1	0	0	0	3
Nlrp4f	2	8	15	10	29	21	11
Gm36445	2	3	1	2	3	3	2
Zfp369	17	31	27	23	44	33	23
Gm47258	5	7	5	7	8	3	6
Gm3800	0	2	1	5	2	1	5
Gm7762	0	1	0	0	0	0	0
Gm40983	0	0	0	0	2	1	0
Gm48111	0	0	0	0	0	0	0
Gm48168	0	1	1	0	0	0	0
Cbx3-ps2	0	0	1	0	2	1	1
Gm19428	0	0	0	0	0	0	0
Rybp-ps	3	4	4	1	3	0	2
Gm48222	0	1	2	0	2	1	2
Gm26754	0	0	0	0	0	0	2
AC167192.1	0	1	0	0	0	0	0
Gm10769	0	1	2	0	0	0	0
Gm40988	0	2	0	0	0	0	0
Gm10323	0	1	0	0	0	0	2
Cbx3-ps4	0	0	0	1	0	0	1
Gm5451	614	824	896	746	1147	975	1152
Uqcrb	611	910	1094	731	1215	1056	1015
Gm10767	5	9	7	7	6	6	6
Mterf3	32	64	48	42	82	51	43
Ptdss1	78	107	105	101	169	137	122
4933433G19Rik	0	1	0	2	2	0	0
Zfp712	6	12	9	4	10	14	4
Gm46440	1	2	3	1	1	2	0
Zfp708	0	0	1	0	0	0	1
Gm28557	4	11	10	1	11	7	6
Gm17938	4	8	8	13	22	18	14
Rslcan18	0	1	0	1	0	1	1
Zfp759	4	3	9	12	13	15	7
Rsl1	7	19	24	18	19	17	5
Gm9626	0	0	0	0	0	0	0
Zfp455	3	6	2	9	14	3	2
Gm49064	0	3	1	2	4	2	5
Zfp458	1	9	5	3	4	4	3
F630042J09Rik	0	1	1	0	2	2	1
Zfp457	0	2	3	0	1	2	0
Gm48824	0	1	0	0	0	0	0
Zfp595	0	10	14	5	15	11	8
Zfp953	5	11	8	8	12	5	7
Gm28041	0	1	0	0	0	0	0
Gm17039	0	0	0	0	0	0	1
Zfp456	3	5	4	6	8	2	7
Zfp429	5	12	21	11	27	19	8
Zfp459	0	3	3	3	7	2	4
Zfp874a	12	30	28	22	26	16	19
Gm38307	2	0	0	0	0	0	0
Gm7928	0	0	1	0	1	0	2
Zfp874b	9	32	37	19	37	29	19
Gm48899	0	2	1	1	4	2	3
Zfp58	2	9	16	9	26	19	21
Zfp87	15	26	25	14	36	26	19
Zfp748	12	26	21	23	29	20	12
9430065F17Rik	2	7	1	3	3	4	6
Zfp729b	10	18	15	25	18	17	22
Zfp729a	15	37	33	25	56	43	33
Zfp738	31	49	53	46	50	36	35
Gm26587	0	0	0	0	1	0	1
Zfp65	13	30	33	21	27	40	27
Gm48894	0	0	0	0	0	0	0
Zfp85os	0	3	2	2	2	4	1
Zfp85	7	19	17	17	22	21	15
Gm9894	0	0	0	0	3	1	0
Zfp493	3	5	6	6	12	0	2
4930525G20Rik	2	1	2	3	4	4	0
Gm9625	26	60	53	47	181	129	122
Zfp273	16	26	27	19	32	20	11
Gm10037	1	3	3	1	1	0	3
BC048507	5	5	2	4	1	5	1
Gm7969	0	0	0	0	0	0	0
Gm48419	0	0	0	1	0	0	1
Gm48423	0	0	0	1	0	0	0
AA414992	0	0	2	0	0	0	2
Gm8016	2	2	0	0	0	2	4
Gm48436	0	0	0	0	0	0	0
Mtrr	19	51	23	27	52	27	34
Fastkd3	15	33	14	17	34	19	18
1700001L19Rik	0	2	0	0	0	6	1
Adcy2	7	11	9	4	9	7	3
Gm7979	5	0	1	2	10	6	10
Papd7	23	28	51	31	68	44	42
Gm48676	0	0	2	1	1	0	0
Nsun2	65	129	144	103	165	125	117
A530095I07Rik	1	0	0	1	0	4	0
Srd5a1	56	69	58	49	78	79	57
Gm17108	4	3	6	2	2	2	1
Gm17872	0	0	1	0	0	0	0
Ube2ql1	2	7	5	9	6	16	13
Med10	212	361	392	380	558	431	347
Gm26819	2	0	1	1	1	0	1
1700084F23Rik	0	0	0	0	0	0	0
